"Domain","URL","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)"
"dischargetest.com","http://www.dischargetest.com","Yes","No","","",""
"disportal.nl","https://www.disportal.nl","No","Yes","Yes","No",""
"dji.nl","https://www.dji.nl","No","Yes","Yes","Yes",""
"dnadatabank.forensischinstituut.nl","https://dnadatabank.forensischinstituut.nl","No","Yes","Yes","Yes",""
"dnb.nl","https://www.dnb.nl","No","Yes","Yes","Yes",""
"doc-direkt.nl","https://www.doc-direkt.nl","No","Yes","Yes","Yes",""
"doesburg.nl","https://www.doesburg.nl","No","Yes","Yes","Yes",""
"doetinchem-wesel380kv.nl","https://www.doetinchem-wesel380kv.nl","No","Yes","Yes","No",""
"doetinchem.nl","https://www.doetinchem.nl","No","Yes","Yes","Yes",""
"domeinenrz.nl","https://www.domeinenrz.nl","No","Yes","Yes","No",""
"dommel.nl","https://www.dommel.nl","No","Yes","Yes","No",""
"dongen.nl","https://www.dongen.nl","No","Yes","Yes","Yes",""
"dongeradeel.nl","http://www.dongeradeel.nl","Yes","Yes","Yes","No",""
"donorgegevens.nl","https://www.donorgegevens.nl","No","Yes","Yes","Yes",""
"donorregister.nl","https://www.donorregister.nl","No","Yes","Yes","Yes",""
"dordrecht.nl","https://www.dordrecht.nl","No","Yes","Yes","No",""
"douane-inzicht.nl","https://douane-inzicht.nl","No","Yes","Yes","No",""
"draaiboekhielprikscreening.rivm.nl","https://draaiboekhielprikscreening.rivm.nl","No","Yes","Yes","Yes",""
"draaiboekpsie.nl","https://draaiboekpsie.nl","No","Yes","Yes","Yes",""
"drechterland.nl","https://www.drechterland.nl","No","Yes","Yes","Yes",""
"drechtsteden.nl","https://www.drechtsteden.nl","No","Yes","Yes","No",""
"drechtwerk.nl","https://drechtwerk.nl","No","Yes","Yes","No",""
"drimmelen.nl","https://drimmelen.nl","No","Yes","Yes","Yes",""
"dronten.nl","https://www.dronten.nl","No","Yes","Yes","Yes",""
"drupaloverheid.nl","https://drupaloverheid.nl","No","Yes","Yes","Yes",""
"druten.nl","https://www.druten.nl","No","Yes","Yes","Yes",""
"dsta.nl","https://www.dsta.nl","No","Yes","Yes","Yes",""
"dswrijswijk.nl","https://www.dswrijswijk.nl","No","Yes","Yes","No",""
"duiven.nl","https://www.duiven.nl","No","Yes","Yes","Yes",""
"duo-jaarberichten.nl","https://www.duo-jaarberichten.nl","No","Yes","Yes","Yes",""
"duo-onderwijsonderzoek.nl","https://www.duo-onderwijsonderzoek.nl","No","Yes","Yes","No",""
"duo.nl","https://www.duo.nl","No","Yes","Yes","Yes",""
"dus-i.nl","https://www.dus-i.nl","No","Yes","Yes","Yes",""
"dutchcultureusa.com","http://www.dutchcultureusa.com","No","Yes","No","No",""
"dutchdigitaldelta.nl","https://dutchdigitaldelta.nl","No","Yes","Yes","Yes","Ready"
"dutchhorticulture.nl","https://www.dutchhorticulture.nl","No","Yes","Yes","Yes",""
"dutchoffshorewindatlas.nl","https://www.dutchoffshorewindatlas.nl","No","Yes","Yes","Yes",""
"dutchperformingarts.com","http://www.dutchperformingarts.com","No","Yes","No","No",""
"dutchrapporteur.nl","https://dutchrapporteur.nl","No","Yes","Yes","Yes",""
"dutchsocialmediaguide.nl","http://dutchsocialmediaguide.nl","No","Yes","No","No",""
"duty-to-return.nl","https://duty-to-return.nl","No","Yes","Yes","Yes",""
"duurzaamdoor.nl","https://www.duurzaamdoor.nl","No","Yes","Yes","No",""
"duurzaamgww.nl","http://www.duurzaamgww.nl","No","Yes","No","Yes","Ready"
"duurzameinzetbaarheid.nl","http://www.duurzameinzetbaarheid.nl","Yes","No","","",""
"dv2030.nl","https://dv2030.nl","No","Yes","Yes","Yes",""
"dwangindezorg.nl","https://www.dwangindezorg.nl","No","Yes","Yes","Yes",""
"dynamo-hia.eu","https://www.dynamo-hia.eu","No","No","","",""
"e-cert.nl","https://e-cert.nl","No","Yes","Yes","Yes",""
"e-mjv.nl","https://e-mjv.nl","No","Yes","Yes","Yes",""
"earonline.nl","https://www.earonline.nl","No","Yes","Yes","No",""
"ecal.nu","https://www.ecal.nu","No","Yes","Yes","No",""
"eceonline.nl","https://www.eceonline.nl","No","Yes","Yes","No",""
"ecer.minbuza.nl","https://ecer.minbuza.nl","No","Yes","Yes","Yes",""
"echt-susteren.nl","https://www.echt-susteren.nl","No","Yes","Yes","Yes",""
"economicties.org","http://www.economicties.org","Yes","No","","",""
"edam-volendam.nl","https://www.edam-volendam.nl","No","Yes","Yes","Yes",""
"ede.nl","https://www.ede.nl","No","Yes","Yes","Yes",""
"edr.eu","https://edr.eu","No","Yes","Yes","No",""
"eemnes.nl","https://eemnes.nl","No","Yes","Yes","Yes",""
"eemshaven-vierverlaten380kv.nl","https://www.eemshaven-vierverlaten380kv.nl","No","Yes","Yes","No",""
"eemsmond.nl","https://www.eemsmond.nl","Yes","Yes","Yes","Yes",""
"eengezondernederland.nl","http://www.eengezondernederland.nl","Yes","No","","",""
"eerenvrijheid.nl","https://www.eerenvrijheid.nl","No","Yes","Yes","Yes",""
"eersel.nl","https://www.eersel.nl","No","Yes","Yes","Yes",""
"eerstekamer.nl","https://www.eerstekamer.nl","No","Yes","Yes","No",""
"effectiefarmoedebeleid.nl","http://www.effectiefarmoedebeleid.nl","No","No","","",""
"effectieveschuldhulp.nl","http://www.effectieveschuldhulp.nl","No","No","","",""
"egc-group.org","http://egc-group.org","No","No","","",""
"eherkenning.nl","https://eherkenning.nl","No","Yes","Yes","Yes",""
"eijsden-margraten.nl","https://www.eijsden-margraten.nl","No","Yes","Yes","Yes",""
"eindhoven.nl","https://www.eindhoven.nl","No","Yes","Yes","Yes",""
"elburg.nl","http://www.elburg.nl","No","Yes","No","Yes",""
"elo.oidji.nl","http://www.elo.oidji.nl","Yes","No","","",""
"emco-groep.nl","https://emco-groep.nl","No","Yes","Yes","No",""
"emissieautoriteit.nl","https://www.emissieautoriteit.nl","No","Yes","Yes","Yes",""
"emissionsauthority.nl","https://www.emissionsauthority.nl","No","Yes","Yes","Yes",""
"emmen.nl","https://emmen.nl","No","Yes","Yes","Yes",""
"emnmagazines.nl","https://www.emnmagazines.nl","No","Yes","Yes","Yes",""
"emnnetherlands.nl","https://www.emnnetherlands.nl","No","Yes","Yes","No",""
"empatec.nl","https://www.empatec.nl","No","Yes","Yes","No",""
"energiebesparendoejenu.nl","https://www.energiebesparendoejenu.nl","No","Yes","Yes","Yes",""
"energiebesparingovl.nl","https://energiebesparingovl.nl","No","Yes","Yes","No",""
"energiekostenprognose.nl","https://energiekostenprognose.nl","No","Yes","Yes","No",""
"energielabelvoorwoningen.nl","https://www.energielabelvoorwoningen.nl","No","Yes","Yes","Yes",""
"energieslag.rvo.nl","https://energieslag.rvo.nl","No","Yes","Yes","No",""
"energiesubsidiewijzer.nl","https://www.energiesubsidiewijzer.nl","No","Yes","Yes","No",""
"energytransition.nl","http://energytransition.nl","No","No","","",""
"english.aivd.nl","https://english.aivd.nl","No","Yes","Yes","Yes",""
"english.autoriteitnvs.nl","https://english.autoriteitnvs.nl","No","Yes","Yes","Yes",""
"english.awti.nl","https://english.awti.nl","No","Yes","Yes","Yes",""
"english.bigregister.nl","https://english.bigregister.nl","No","Yes","Yes","Yes",""
"english.cannabisbureau.nl","https://english.cannabisbureau.nl","No","Yes","Yes","Yes",""
"english.cbg-meb.nl","https://english.cbg-meb.nl","No","Yes","Yes","Yes",""
"english.cbgjaarverslag.nl","https://english.cbgjaarverslag.nl","No","Yes","Yes","Yes",""
"english.ccmo.nl","https://english.ccmo.nl","No","Yes","Yes","Yes",""
"english.collegevanrijksadviseurs.nl","https://english.collegevanrijksadviseurs.nl","No","Yes","Yes","Yes",""
"english.ctivd.nl","https://english.ctivd.nl","No","Yes","Yes","Yes",""
"english.defensie.nl","https://english.defensie.nl","No","Yes","Yes","Yes",""
"english.deltacommissaris.nl","https://english.deltacommissaris.nl","No","Yes","Yes","Yes",""
"english.dggf.nl","https://english.dggf.nl","No","Yes","Yes","Yes",""
"english.donorregister.nl","https://english.donorregister.nl","No","Yes","Yes","Yes",""
"english.dsta.nl","https://english.dsta.nl","No","Yes","Yes","Yes",""
"english.euthanasiecommissie.nl","https://english.euthanasiecommissie.nl","No","Yes","Yes","Yes",""
"english.farmatec.nl","https://english.farmatec.nl","No","Yes","Yes","Yes",""
"english.igj.nl","https://english.igj.nl","No","Yes","Yes","Yes",""
"english.ilent.nl","https://english.ilent.nl","No","Yes","Yes","Yes",""
"english.inspectie-oe.nl","https://english.inspectie-oe.nl","No","Yes","Yes","Yes",""
"english.iob-evaluatie.nl","https://english.iob-evaluatie.nl","No","Yes","Yes","Yes",""
"english.kabinetvandekoning.nl","https://english.kabinetvandekoning.nl","No","Yes","Yes","Yes",""
"english.kiesraad.nl","https://english.kiesraad.nl","No","Yes","Yes","Yes",""
"english.kimnet.nl","https://english.kimnet.nl","No","Yes","Yes","Yes",""
"english.magazinesrijkswaterstaat.nl","https://english.magazinesrijkswaterstaat.nl","No","Yes","Yes","Yes",""
"english.mh17magazine.nl","https://english.mh17magazine.nl","No","Yes","Yes","Yes",""
"english.ncadierproevenbeleid.nl","https://english.ncadierproevenbeleid.nl","No","Yes","Yes","Yes",""
"english.nctv.nl","https://english.nctv.nl","No","Yes","Yes","Yes",""
"english.nvwa.nl","https://english.nvwa.nl","No","Yes","Yes","Yes",""
"english.onderwijsinspectie.nl","https://english.onderwijsinspectie.nl","No","Yes","Yes","Yes",""
"english.postedworkers.nl","https://english.postedworkers.nl","No","Yes","Yes","Yes",""
"english.rda.nl","https://english.rda.nl","No","Yes","Yes","Yes",""
"english.rekenkamer.nl","https://english.rekenkamer.nl","No","Yes","Yes","Yes",""
"english.relocatema.nl","https://english.relocatema.nl","No","Yes","Yes","Yes",""
"english.rijksdienstcn.com","https://english.rijksdienstcn.com","No","Yes","Yes","Yes",""
"english.rijksvastgoedbedrijf.nl","https://english.rijksvastgoedbedrijf.nl","No","Yes","Yes","Yes",""
"english.rvo.nl","https://english.rvo.nl","No","Yes","Yes","No",""
"english.uitvoeringvanbeleidszw.nl","https://english.uitvoeringvanbeleidszw.nl","No","Yes","Yes","Yes",""
"english.wrr.nl","https://english.wrr.nl","No","Yes","Yes","Yes",""
"english.zorginstituutnederland.nl","https://english.zorginstituutnederland.nl","No","Yes","Yes","Yes",""
"enkhuizen.nl","https://www.enkhuizen.nl","No","Yes","Yes","Yes",""
"enschede.nl","https://www.enschede.nl","No","Yes","Yes","No",""
"enterpriseeuropenetwork.nl","https://www.enterpriseeuropenetwork.nl","No","Yes","Yes","No",""
"enwinfo.nl","https://enwinfo.nl","No","Yes","Yes","No",""
"ep-online.nl","https://www.ep-online.nl","No","Yes","Yes","Yes",""
"epe.nl","https://www.epe.nl","No","Yes","Yes","Yes",""
"eranetbioenergy.net","https://www.eranetbioenergy.net","No","Yes","Yes","No",""
"erelijst.nl","https://www.erelijst.nl","No","Yes","Yes","Yes","Ready"
"erfgoedenruimte.nl","https://erfgoedenruimte.nl","No","Yes","Yes","Yes",""
"erfgoedmodernetijd.nl","https://erfgoedmodernetijd.nl","No","Yes","Yes","Yes",""
"ergon.nu","https://ergon.nu","No","Yes","Yes","No",""
"ermelo.nl","https://www.ermelo.nl","No","Yes","Yes","Yes",""
"ertms-nl.nl","https://www.ertms-nl.nl","No","Yes","Yes","No",""
"espanol.dggf.nl","https://espanol.dggf.nl","No","Yes","Yes","Yes",""
"esttpresse.nl","http://www.esttpresse.nl","No","No","","",""
"etten-leur.nl","https://etten-leur.nl","No","Yes","Yes","Yes",""
"eu2004.nl","http://www.eu2004.nl","No","No","","",""
"euandgvc.nl","https://www.euandgvc.nl","No","Yes","Yes","Yes",""
"euregio-rmn.de","http://euregio-rmn.de","No","Yes","No","No",""
"europeanpartnership-responsibleminerals.eu","https://europeanpartnership-responsibleminerals.eu","No","Yes","Yes","No",""
"eurosai2014.nl","http://eurosai2014.nl","No","No","","",""
"eurotransbio.nl","http://eurotransbio.nl","No","No","","",""
"eurovignet.nl","http://www.eurovignet.nl","No","No","","",""
"eurovignettes.eu","https://www.eurovignettes.eu","No","Yes","Yes","No",""
"euthanasiecommissie.nl","https://www.euthanasiecommissie.nl","No","Yes","Yes","Yes",""
"eutruckplatooning.com","https://www.eutruckplatooning.com","No","Yes","Yes","No",""
"examenblad.nl","https://www.examenblad.nl","No","Yes","Yes","No",""
"examenbladmbo.nl","https://www.examenbladmbo.nl","No","Yes","Yes","No",""
"excellentescholen.nl","https://www.excellentescholen.nl","No","Yes","Yes","Yes",""
"ezinesbr.nl","https://www.ezinesbr.nl","No","Yes","Yes","No",""
"ezips.rivm.nl","https://www.ezips.rivm.nl","No","No","","",""
"ezoefapp.nl","http://ezoefapp.nl","No","Yes","No","Yes","Ready"
"farmacotherapeutischkompas.nl","https://www.farmacotherapeutischkompas.nl","No","Yes","Yes","No",""
"farmatec.nl","https://www.farmatec.nl","No","Yes","Yes","Yes",""
"fermwerk.nl","https://www.fermwerk.nl","No","Yes","Yes","No",""
"festivalforensischezorg.nl","https://www.festivalforensischezorg.nl","No","Yes","Yes","No",""
"filmfonds.nl","https://www.filmfonds.nl","No","Yes","Yes","No",""
"financieelgezondewerknemers.nl","https://www.financieelgezondewerknemers.nl","No","Yes","Yes","No",""
"financieringslink.nl","https://financieringslink.nl","No","Yes","Yes","Yes","Ready"
"fiod.nl","https://fiod.nl","No","Yes","Yes","Yes",""
"fiscalemonitor.nl","https://www.fiscalemonitor.nl","No","Yes","Yes","Yes",""
"fiu-nederland.nl","https://www.fiu-nederland.nl","No","Yes","Yes","No",""
"flevoland.nl","https://www.flevoland.nl","No","Yes","Yes","Yes",""
"flitspanel.nl","https://www.flitspanel.nl","No","Yes","Yes","Yes",""
"fmhaaglanden.nl","https://www.fmhaaglanden.nl","No","Yes","Yes","Yes",""
"fondspodiumkunsten.nl","https://fondspodiumkunsten.nl","No","Yes","Yes","No",""
"forensicinstitute.nl","https://www.forensicinstitute.nl","No","Yes","Yes","Yes",""
"forensischezorg.nl","https://www.forensischezorg.nl","No","Yes","Yes","No",""
"forensischinstituut.nl","https://www.forensischinstituut.nl","No","Yes","Yes","Yes",""
"formulierdus-i.nl","https://www.formulierdus-i.nl","No","Yes","Yes","Yes",""
"forum.topinkomens.nl","https://forum.topinkomens.nl","No","Yes","Yes","No",""
"forumstandaardisatie.nl","https://www.forumstandaardisatie.nl","No","Yes","Yes","Yes","Ready"
"francais.dggf.nl","https://francais.dggf.nl","No","Yes","Yes","Yes",""
"fryslan.frl","https://www.fryslan.frl","No","Yes","Yes","Yes",""
"fumo.nl","https://www.fumo.nl","No","Yes","Yes","Yes",""
"functiegebouwrijksoverheid.nl","https://www.functiegebouwrijksoverheid.nl","No","Yes","Yes","No",""
"functiemix.nl","https://www.functiemix.nl","No","Yes","Yes","Yes",""
"functieruilrijk.nl","https://www.functieruilrijk.nl","No","Yes","Yes","Yes",""
"gahetna.nl","http://www.gahetna.nl","No","No","","",""
"gblt.nl","https://www.gblt.nl","No","Yes","Yes","Yes",""
"gbtwente.nl","https://gbtwente.nl","No","Yes","Yes","Yes",""
"gca.org","https://gca.org","No","Yes","Yes","No",""
"gddiergezondheid.nl","https://www.gddiergezondheid.nl","No","Yes","Yes","Yes",""
"gebiedsagendawadden2050.nl","https://gebiedsagendawadden2050.nl","No","Yes","Yes","No",""
"gebruikercentraal.nl","https://www.gebruikercentraal.nl","No","Yes","Yes","Yes","Ready"
"gedragstoets.nl","https://gedragstoets.nl","No","Yes","Yes","No",""
"geertruidenberg.nl","https://www.geertruidenberg.nl","No","Yes","Yes","Yes",""
"geestmerambacht.nl","https://www.geestmerambacht.nl","No","Yes","Yes","No",""
"gegevenshuis.nl","http://gegevenshuis.nl","No","No","","",""
"gegevensportaal.belastingdienst.nl","https://gegevensportaal.belastingdienst.nl","No","Yes","Yes","No","Ready"
"gelderland.nl","https://www.gelderland.nl","No","Yes","Yes","Yes",""
"geldermalsen.nl","http://www.geldermalsen.nl","Yes","Yes","Yes","No",""
"geldersarchief.nl","https://www.geldersarchief.nl","No","Yes","Yes","No",""
"geldrop-mierlo.nl","https://www.geldrop-mierlo.nl","No","Yes","Yes","No",""
"gelijke-kansen.nl","https://www.gelijke-kansen.nl","No","Yes","Yes","No",""
"geluidregisterspoor.nl","http://geluidregisterspoor.nl","No","No","","",""
"gemeente-mill.nl","https://www.gemeente-mill.nl","No","Yes","Yes","Yes",""
"gemeente-oldambt.nl","https://www.gemeente-oldambt.nl","No","Yes","Yes","No",""
"gemeente-steenbergen.nl","https://www.gemeente-steenbergen.nl","No","Yes","Yes","Yes",""
"gemeente.groningen.nl","https://gemeente.groningen.nl","No","Yes","Yes","Yes","Ready"
"gemeentebeek.nl","https://www.gemeentebeek.nl","No","Yes","Yes","Yes",""
"gemeenteberkelland.nl","https://www.gemeenteberkelland.nl","No","Yes","Yes","No",""
"gemeentebest.nl","https://www.gemeentebest.nl","No","Yes","Yes","Yes",""
"gemeentehulst.nl","http://gemeentehulst.nl","No","No","","",""
"gemeentelangedijk.nl","https://www.gemeentelangedijk.nl","No","Yes","Yes","No",""
"gemeentelijkeombudsman.nl","http://www.gemeentelijkeombudsman.nl","Yes","Yes","Yes","No",""
"gemeentemaasgouw.nl","https://www.gemeentemaasgouw.nl","No","Yes","Yes","Yes",""
"gemeentemaastricht.nl","https://www.gemeentemaastricht.nl","No","Yes","Yes","Yes",""
"gemeentemolenwaard.nl","http://www.gemeentemolenwaard.nl","Yes","Yes","Yes","No","Yes"
"gemeentenoordenveld.nl","https://www.gemeentenoordenveld.nl","No","Yes","Yes","Yes",""
"gemeentenvandetoekomst.nl","http://www.gemeentenvandetoekomst.nl","Yes","Yes","Yes","Yes",""
"gemeentesluis.nl","https://gemeentesluis.nl","No","Yes","Yes","No",""
"gemeentestein.nl","https://www.gemeentestein.nl","No","Yes","Yes","Yes",""
"gemeentewesterveld.nl","https://www.gemeentewesterveld.nl","No","Yes","Yes","No",""
"gemeentewestland.nl","https://gemeentewestland.nl","No","Yes","Yes","Yes",""
"gemert-bakel.nl","https://www.gemert-bakel.nl","No","Yes","Yes","No",""
"geneesmiddeleninformatiebank.nl","https://www.geneesmiddeleninformatiebank.nl","No","Yes","Yes","Yes",""
"gennep.nl","https://www.gennep.nl","No","Yes","Yes","Yes",""
"geobasisregistraties.nl","https://www.geobasisregistraties.nl","No","Yes","Yes","Yes",""
"gerechtelijkebrief.nl","https://www.gerechtelijkebrief.nl","No","Yes","Yes","Yes",""
"ges2019nl.nl","https://www.ges2019nl.nl","Yes","Yes","Yes","Yes",""
"geschiedenis.reclassering.nl","http://geschiedenis.reclassering.nl","No","No","","",""
"geschilleninstantieszorg.nl","https://www.geschilleninstantieszorg.nl","No","Yes","Yes","Yes",""
"getij.rws.nl","https://getij.rws.nl","No","Yes","Yes","Yes",""
"gevaarlijkestoffen.zelfinspectie.nl","https://gevaarlijkestoffen.zelfinspectie.nl","No","Yes","Yes","Yes",""
"gevangenisdominee.nl","http://www.gevangenisdominee.nl","No","No","","",""
"gevangenishindoegeestelijke.nl","http://www.gevangenishindoegeestelijke.nl","Yes","No","","",""
"gevangenispastor.nl","http://gevangenispastor.nl","No","No","","",""
"gezamenlijke-brandweer.nl","https://www.gezamenlijke-brandweer.nl","No","Yes","Yes","No",""
"gezondekinderopvang.nl","https://gezondekinderopvang.nl","No","Yes","Yes","Yes",""
"gezondeleefomgeving.nl","https://www.gezondeleefomgeving.nl","No","Yes","Yes","Yes",""
"gezondeschool.nl","https://www.gezondeschool.nl","No","Yes","Yes","Yes",""
"gezondheidsraad.nl","https://www.gezondheidsraad.nl","No","Yes","Yes","Yes",""
"ggd.groningen.nl","https://ggd.groningen.nl","No","Yes","Yes","Yes",""
"ggdbzo.nl","https://www.ggdbzo.nl","No","Yes","Yes","Yes",""
"ggddrenthe.nl","https://www.ggddrenthe.nl","No","Yes","Yes","No",""
"ggdflevoland.nl","https://www.ggdflevoland.nl","No","Yes","Yes","Yes",""
"ggdhaaglanden.nl","https://www.ggdhaaglanden.nl","No","Yes","Yes","Yes",""
"ggdhollandsnoorden.nl","https://www.ggdhollandsnoorden.nl","No","Yes","Yes","No",""
"ggdhvb.nl","https://www.ggdhvb.nl","No","Yes","Yes","No",""
"ggdijsselland.nl","https://ggdijsselland.nl","No","Yes","Yes","Yes",""
"ggdnog.nl","https://www.ggdnog.nl","No","Yes","Yes","No",""
"ggdrotterdamrijnmond.nl","https://www.ggdrotterdamrijnmond.nl","No","Yes","Yes","Yes",""
"ggdru.nl","https://www.ggdru.nl","No","Yes","Yes","Yes",""
"ggdwestbrabant.nl","https://www.ggdwestbrabant.nl","No","Yes","Yes","No",""
"ggdzeeland.nl","https://www.ggdzeeland.nl","No","Yes","Yes","No",""
"ggdzl.nl","https://www.ggdzl.nl","No","Yes","Yes","No",""
"ggdzw.nl","https://www.ggdzw.nl","No","Yes","Yes","No",""
"ggo-vergunningverlening.nl","https://ggo-vergunningverlening.nl","No","Yes","Yes","Yes",""
"giessenlanden.nl","http://www.giessenlanden.nl","Yes","Yes","Yes","No",""
"gilzerijen.nl","https://www.gilzerijen.nl","No","Yes","Yes","Yes",""
"gipdatabank.nl","https://www.gipdatabank.nl","No","Yes","Yes","Yes",""
"globaloceansactionsummit.com","http://www.globaloceansactionsummit.com","No","No","","",""
"globio.info","https://www.globio.info","No","Yes","Yes","No",""
"gobiernodireino.nl","https://www.gobiernodireino.nl","No","Yes","Yes","Yes",""
"gobv.nl","https://www.gobv.nl","Yes","Yes","Yes","No",""
"goeree-overflakkee.nl","https://www.goeree-overflakkee.nl","No","Yes","Yes","Yes",""
"goes.nl","https://www.goes.nl","No","Yes","Yes","Yes",""
"goirle.nl","https://goirle.nl","No","Yes","Yes","Yes",""
"gooisemeren.nl","https://gooisemeren.nl","No","Yes","Yes","Yes",""
"gorinchem.nl","https://www.gorinchem.nl","No","Yes","Yes","Yes","Ready"
"gorrijk.nl","http://gorrijk.nl","No","Yes","No","No",""
"gouda.nl","https://www.gouda.nl","No","Yes","Yes","Yes",""
"gouwepark.nl","https://www.gouwepark.nl","No","Yes","Yes","No",""
"government.nl","https://www.government.nl","No","Yes","Yes","Yes",""
"gr-caw.nl","http://gr-caw.nl","No","No","","",""
"grave.nl","https://www.grave.nl","No","Yes","Yes","Yes",""
"greendeals.nl","https://www.greendeals.nl","No","Yes","Yes","Yes","Ready"
"grensinfo.nl","https://www.grensinfo.nl","No","Yes","Yes","No",""
"grenspark-msn.nl","http://grenspark-msn.nl","No","No","","",""
"groengebied-amstelland.nl","https://www.groengebied-amstelland.nl","No","Yes","Yes","No",""
"grondkamers.nl","http://grondkamers.nl","No","No","","",""
"groningen-seaports.com","https://www.groningen-seaports.com","No","Yes","Yes","No",""
"grootegast.nl","https://www.grootegast.nl","Yes","Yes","Yes","Yes",""
"gulpen-wittem.nl","https://www.gulpen-wittem.nl","No","Yes","Yes","Yes",""
"haaksbergen.nl","https://www.haaksbergen.nl","No","Yes","Yes","Yes",""
"haaren.nl","https://www.haaren.nl","No","Yes","Yes","Yes",""
"haarlem.nl","https://www.haarlem.nl","No","Yes","Yes","Yes",""
"haarlemmerliede.nl","http://www.haarlemmerliede.nl","Yes","Yes","Yes","No",""
"haarlemmermeer.nl","http://www.haarlemmermeer.nl","Yes","Yes","Yes","No",""
"halderberge.nl","https://www.halderberge.nl","No","Yes","Yes","Yes",""
"halt.nl","https://www.halt.nl","No","Yes","Yes","No",""
"hameland.nl","http://www.hameland.nl","Yes","No","","",""
"handelingenbank.info","http://handelingenbank.info","No","No","","",""
"hardenberg.nl","https://www.hardenberg.nl","No","Yes","Yes","Yes",""
"harderwijk.nl","https://www.harderwijk.nl","No","Yes","Yes","Yes",""
"hardinxveld-giessendam.nl","https://www.hardinxveld-giessendam.nl","No","Yes","Yes","Yes",""
"haren.nl","https://www.haren.nl","Yes","Yes","Yes","No",""
"harlingen.nl","https://www.harlingen.nl","No","Yes","Yes","Yes",""
"hattem.nl","https://hattem.nl","No","Yes","Yes","Yes",""
"hdsr.nl","https://www.hdsr.nl","No","Yes","Yes","Yes",""
"healthymetal.nl","https://healthymetal.nl","No","Yes","Yes","Yes",""
"heemskerk.nl","https://heemskerk.nl","No","Yes","Yes","Yes",""
"heemstede.nl","https://www.heemstede.nl","No","Yes","Yes","Yes",""
"heerde.nl","https://heerde.nl","No","Yes","Yes","Yes",""
"heerenveen.nl","http://heerenveen.nl","No","Yes","No","Yes",""
"heerhugowaard.nl","https://www.heerhugowaard.nl","No","Yes","Yes","Yes",""
"heerlen.nl","https://www.heerlen.nl","No","Yes","Yes","Yes",""
"heerlijkbuiten.nl","http://heerlijkbuiten.nl","No","No","","",""
"heeze-leende.nl","https://www.heeze-leende.nl","No","Yes","Yes","Yes",""
"heiloo.nl","https://www.heiloo.nl","No","Yes","Yes","Yes",""
"hellendoorn.nl","https://www.hellendoorn.nl","No","Yes","Yes","No",""
"hellevoetsluis.nl","https://www.hellevoetsluis.nl","No","Yes","Yes","Yes",""
"helmond.nl","https://www.helmond.nl","No","Yes","Yes","Yes",""
"helpdesk-efactureren.nl","https://www.helpdesk-efactureren.nl","No","Yes","Yes","Yes",""
"helpdeskbouwregels.nl","https://helpdeskbouwregels.nl","No","Yes","Yes","No",""
"helpdeskwater.nl","https://www.helpdeskwater.nl","No","Yes","Yes","Yes",""
"helpwandkunstopsporen.nl","http://www.helpwandkunstopsporen.nl","No","No","","",""
"hendrik-ido-ambacht.nl","http://hendrik-ido-ambacht.nl","No","No","","",""
"hengelo.nl","https://www.hengelo.nl","No","Yes","Yes","No",""
"herbestemmingsoestdijk.nl","https://www.herbestemmingsoestdijk.nl","No","Yes","Yes","No",""
"hetcak.nl","https://www.hetcak.nl","No","Yes","Yes","Yes",""
"hetpleinzutphen.nl","http://hetpleinzutphen.nl","No","Yes","No","No",""
"hetutrechtsarchief.nl","https://hetutrechtsarchief.nl","No","Yes","Yes","No",""
"hetwaterschapshuis.nl","https://www.hetwaterschapshuis.nl","No","Yes","Yes","No",""
"heumen.nl","https://www.heumen.nl","No","Yes","Yes","Yes",""
"heusden.nl","https://heusden.nl","No","Yes","Yes","Yes",""
"heuvelrug.nl","https://www.heuvelrug.nl","No","Yes","Yes","Yes",""
"hhdelfland.nl","https://www.hhdelfland.nl","No","Yes","Yes","No",""
"hhnk.nl","https://www.hhnk.nl","No","Yes","Yes","Yes",""
"higherlevel.nl","https://www.higherlevel.nl","No","Yes","Yes","Yes","Ready"
"hillegom.nl","https://hillegom.nl","No","Yes","Yes","Yes",""
"hilvarenbeek.nl","https://www.hilvarenbeek.nl","No","Yes","Yes","Yes",""
"hilversum.nl","https://hilversum.nl","No","Yes","Yes","No","Ready"
"hiswa.nl","https://www.hiswa.nl","No","Yes","Yes","No",""
"hoefweg.nl","http://www.hoefweg.nl","No","No","","",""
"hoepakjijdataan.nl","http://www.hoepakjijdataan.nl","Yes","No","","",""
"hoewerktnederland.nl","https://www.hoewerktnederland.nl","No","Yes","Yes","Yes",""
"hofvantwente.nl","https://www.hofvantwente.nl","No","Yes","Yes","Yes",""
"hogeraad.nl","http://www.hogeraad.nl","No","Yes","No","Yes",""
"hogeraadvanadel.nl","https://www.hogeraadvanadel.nl","No","Yes","Yes","Yes",""
"holanda.es","https://www.holanda.es","No","Yes","Yes","No",""
"holandaevoce.nl","https://www.holandaevoce.nl","No","Yes","Yes","Yes",""
"holandanomundo.nl","https://www.holandanomundo.nl","No","Yes","Yes","Yes",""
"holandawaanta.nl","https://www.holandawaanta.nl","No","Yes","Yes","Yes",""
"hollandavesen.nl","https://www.hollandavesen.nl","No","Yes","Yes","Yes",""
